Tiempo,ID,PosX,PosY,Masa,Activa
5.36,4,14.96,81.6075,2.5,1
5.37,1,90.55,21.31,2,1
5.37,2,56.7442,56.0401,3,1
5.37,3,15.4475,9.45,1.5,1
5.37,4,14.82,81.525,2.5,1
5.38,1,90.7,21.4,2,1
5.38,2,56.6078,56.1132,3,1
5.38,3,15.53,9.3,1.5,1
5.38,4,14.68,81.4425,2.5,1
5.39,1,90.85,21.49,2,1
5.39,2,56.4713,56.1863,3,1
5.39,3,15.6125,9.15,1.5,1
5.39,4,14.54,81.36,2.5,1
5.4,1,91,21.58,2,1
5.4,2,56.3349,56.2594,3,1
5.4,3,15.695,9,1.5,1
5.4,4,14.4,81.2775,2.5,1
5.41,1,91.15,21.67,2,1
5.41,2,56.1984,56.3325,3,1
5.41,3,15.7775,8.85,1.5,1
5.41,4,14.26,81.195,2.5,1
5.42,1,91.3,21.76,2,1
5.42,2,56.0619,56.4056,3,1
5.42,3,15.86,8.7,1.5,1
5.42,4,14.12,81.1125,2.5,1
5.43,1,91.45,21.85,2,1
5.43,2,55.9255,56.4787,3,1
5.43,3,15.9425,8.55,1.5,1
5.43,4,13.98,81.03,2.5,1
5.44,1,91.6,21.94,2,1
5.44,2,55.789,56.5518,3,1
5.44,3,16.025,8.4,1.5,1
5.44,4,13.84,80.9475,2.5,1
5.45,1,91.75,22.03,2,1
5.45,2,55.6526,56.6249,3,1
5.45,3,16.1075,8.25,1.5,1
5.45,4,13.7,80.865,2.5,1
5.46,1,91.9,22.12,2,1
5.46,2,55.5161,56.698,3,1
5.46,3,16.19,8.1,1.5,1
5.46,4,13.56,80.7825,2.5,1
5.47,1,92.05,22.21,2,1
5.47,2,55.3796,56.7711,3,1
5.47,3,16.2725,7.95,1.5,1
5.47,4,13.42,80.7,2.5,1
5.48,1,92.2,22.3,2,1
5.48,2,55.2432,56.8442,3,1
5.48,3,16.355,7.8,1.5,1
5.48,4,13.28,80.6175,2.5,1
5.49,1,92.35,22.39,2,1
5.49,2,55.1067,56.9172,3,1
5.49,3,16.4375,7.65,1.5,1
5.49,4,13.14,80.535,2.5,1
5.5,1,92.5,22.48,2,1
5.5,2,54.9703,56.9903,3,1
5.5,3,16.52,7.5,1.5,1
5.5,4,13,80.4525,2.5,1
5.51,1,92.65,22.57,2,1
5.51,2,54.8338,57.0634,3,1
5.51,3,16.6025,7.35,1.5,1
5.51,4,12.86,80.37,2.5,1
5.52,1,92.8,22.66,2,1
5.52,2,54.6973,57.1365,3,1
5.52,3,16.685,7.2,1.5,1
5.52,4,12.72,80.2875,2.5,1
5.53,1,92.95,22.75,2,1
5.53,2,54.5609,57.2096,3,1
5.53,3,16.7675,7.05,1.5,1
5.53,4,12.58,80.205,2.5,1
5.54,1,93.1,22.84,2,1
5.54,2,54.4244,57.2827,3,1
5.54,3,16.85,6.9,1.5,1
5.54,4,12.44,80.1225,2.5,1
5.55,1,93.25,22.93,2,1
5.55,2,54.288,57.3558,3,1
5.55,3,16.9325,6.75,1.5,1
5.55,4,12.3,80.04,2.5,1
5.56,1,93.4,23.02,2,1
5.56,2,54.1515,57.4289,3,1
5.56,3,17.015,6.6,1.5,1
5.56,4,12.16,79.9575,2.5,1
5.57,1,93.55,23.11,2,1
5.57,2,54.015,57.502,3,1
5.57,3,17.0975,6.45,1.5,1
5.57,4,12.02,79.875,2.5,1
5.58,1,93.7,23.2,2,1
5.58,2,53.8786,57.5751,3,1
5.58,3,17.18,6.3,1.5,1
5.58,4,11.88,79.7925,2.5,1
5.59,1,93.85,23.29,2,1
5.59,2,53.7421,57.6482,3,1
5.59,3,17.2625,6.15,1.5,1
5.59,4,11.74,79.71,2.5,1
5.6,1,94,23.38,2,1
5.6,2,53.6057,57.7213,3,1
5.6,3,17.345,6,1.5,1
5.6,4,11.6,79.6275,2.5,1
5.61,1,94.15,23.47,2,1
5.61,2,53.4692,57.7944,3,1
5.61,3,17.4275,5.85,1.5,1
5.61,4,11.46,79.545,2.5,1
5.62,1,94.3,23.56,2,1
5.62,2,53.3327,57.8675,3,1
5.62,3,17.51,5.7,1.5,1
5.62,4,11.32,79.4625,2.5,1
5.63,1,94.45,23.65,2,1
5.63,2,53.1963,57.9406,3,1
5.63,3,17.5925,5.55,1.5,1
5.63,4,11.18,79.38,2.5,1
5.64,1,94.6,23.74,2,1
5.64,2,53.0598,58.0137,3,1
5.64,3,17.675,5.4,1.5,1
5.64,4,11.04,79.2975,2.5,1
5.65,1,94.75,23.83,2,1
5.65,2,52.9234,58.0868,3,1
5.65,3,17.7575,5.25,1.5,1
5.65,4,10.9,79.215,2.5,1
5.66,1,94.9,23.92,2,1
5.66,2,52.7869,58.1599,3,1
5.66,3,17.84,5.1,1.5,1
5.66,4,10.76,79.1325,2.5,1
5.67,1,95.05,24.01,2,1
5.67,2,52.6504,58.233,3,1
5.67,3,17.9225,4.95,1.5,1
5.67,4,10.62,79.05,2.5,1
5.68,1,95.2,24.1,2,1
5.68,2,52.514,58.3061,3,1
5.68,3,18.005,4.8,1.5,1
5.68,4,10.48,78.9675,2.5,1
5.69,1,95.35,24.19,2,1
5.69,2,52.3775,58.3792,3,1
5.69,3,18.0875,4.65,1.5,1
5.69,4,10.34,78.885,2.5,1
5.7,1,95.5,24.28,2,1
5.7,2,52.2411,58.4523,3,1
5.7,3,18.17,4.5,1.5,1
5.7,4,10.2,78.8025,2.5,1
5.71,1,95.65,24.37,2,1
5.71,2,52.1046,58.5254,3,1
5.71,3,18.2525,4.35,1.5,1
5.71,4,10.06,78.72,2.5,1
5.72,1,95.8,24.46,2,1
5.72,2,51.9681,58.5985,3,1
5.72,3,18.335,4.2,1.5,1
5.72,4,9.92,78.6375,2.5,1
5.73,1,95.95,24.55,2,1
5.73,2,51.8317,58.6716,3,1
5.73,3,18.4175,4.05,1.5,1
5.73,4,9.78,78.555,2.5,1
5.74,1,96.1,24.64,2,1
5.74,2,51.6952,58.7447,3,1
5.74,3,18.5,3.9,1.5,1
5.74,4,9.64,78.4725,2.5,1
5.75,1,96.25,24.73,2,1
5.75,2,51.5588,58.8178,3,1
5.75,3,18.5825,3.75,1.5,1
5.75,4,9.5,78.39,2.5,1
5.76,1,96.4,24.82,2,1
5.76,2,51.4223,58.8909,3,1
5.76,3,18.665,3.6,1.5,1
5.76,4,9.36,78.3075,2.5,1
5.77,1,96.55,24.91,2,1
5.77,2,51.2858,58.964,3,1
5.77,3,18.7475,3.45,1.5,1
5.77,4,9.22,78.225,2.5,1
5.78,1,96.7,25,2,1
5.78,2,51.1494,59.0371,3,1
5.78,3,18.83,3.3,1.5,1
5.78,4,9.08,78.1425,2.5,1
5.79,1,96.85,25.09,2,1
5.79,2,51.0129,59.1102,3,1
5.79,3,18.9125,3.15,1.5,1
5.79,4,8.94,78.06,2.5,1
5.8,1,97,25.18,2,1
5.8,2,50.8765,59.1833,3,1
5.8,3,18.995,3,1.5,1
5.8,4,8.8,77.9775,2.5,1
5.81,1,97.15,25.27,2,1
5.81,2,50.74,59.2564,3,1
5.81,3,19.0775,2.85,1.5,1
5.81,4,8.66,77.895,2.5,1
5.82,1,97.3,25.36,2,1
5.82,2,50.6035,59.3295,3,1
5.82,3,19.16,2.7,1.5,1
5.82,4,8.52,77.8125,2.5,1
5.83,1,97.45,25.45,2,1
5.83,2,50.4671,59.4026,3,1
5.83,3,19.2425,2.55,1.5,1
5.83,4,8.38,77.73,2.5,1
5.84,1,97.5,25.54,2,1
5.84,2,50.3306,59.4757,3,1
5.84,3,19.325,2.4,1.5,1
5.84,4,8.24,77.6475,2.5,1
5.85,1,97.35,25.63,2,1
5.85,2,50.1942,59.5488,3,1
5.85,3,19.4075,2.25,1.5,1
5.85,4,8.1,77.565,2.5,1
5.86,1,97.2,25.72,2,1
5.86,2,50.0577,59.6218,3,1
5.86,3,19.49,2.1,1.5,1
5.86,4,7.96,77.4825,2.5,1
5.87,1,97.05,25.81,2,1
5.87,2,49.9212,59.6949,3,1
5.87,3,19.5725,2,1.5,1
5.87,4,7.82,77.4,2.5,1
5.88,1,96.9,25.9,2,1
5.88,2,49.7848,59.768,3,1
5.88,3,19.655,2.15,1.5,1
5.88,4,7.68,77.3175,2.5,1
5.89,1,96.75,25.99,2,1
5.89,2,49.6483,59.8411,3,1
5.89,3,19.7375,2.3,1.5,1
5.89,4,7.54,77.235,2.5,1
5.9,1,96.6,26.08,2,1
5.9,2,49.5119,59.9142,3,1
5.9,3,19.82,2.45,1.5,1
5.9,4,7.4,77.1525,2.5,1
5.91,1,96.45,26.17,2,1
5.91,2,49.3754,59.9873,3,1
5.91,3,19.9025,2.6,1.5,1
5.91,4,7.26,77.07,2.5,1
5.92,1,96.3,26.26,2,1
5.92,2,49.2389,60.0604,3,1
5.92,3,19.985,2.75,1.5,1
5.92,4,7.12,76.9875,2.5,1
5.93,1,96.15,26.35,2,1
5.93,2,49.1025,60.1335,3,1
5.93,3,20.0675,2.9,1.5,1
5.93,4,6.98,76.905,2.5,1
5.94,1,96,26.44,2,1
5.94,2,48.966,60.2066,3,1
5.94,3,20.15,3.05,1.5,1
5.94,4,6.84,76.8225,2.5,1
5.95,1,95.85,26.53,2,1
5.95,2,48.8296,60.2797,3,1
5.95,3,20.2325,3.2,1.5,1
5.95,4,6.7,76.74,2.5,1
5.96,1,95.7,26.62,2,1
5.96,2,48.6931,60.3528,3,1
5.96,3,20.315,3.35,1.5,1
5.96,4,6.56,76.6575,2.5,1
5.97,1,95.55,26.71,2,1
5.97,2,48.5566,60.4259,3,1
5.97,3,20.3975,3.5,1.5,1
5.97,4,6.42,76.575,2.5,1
5.98,1,95.4,26.8,2,1
5.98,2,48.4202,60.499,3,1
5.98,3,20.48,3.65,1.5,1
5.98,4,6.28,76.4925,2.5,1
5.99,1,95.25,26.89,2,1
5.99,2,48.2837,60.5721,3,1
5.99,3,20.5625,3.8,1.5,1
5.99,4,6.14,76.41,2.5,1
6,1,95.1,26.98,2,1
6,2,48.1473,60.6452,3,1
6,3,20.645,3.95,1.5,1
6,4,6,76.3275,2.5,1
6.01,1,94.95,27.07,2,1
6.01,2,48.0108,60.7183,3,1
6.01,3,20.7275,4.1,1.5,1
6.01,4,5.86,76.245,2.5,1
6.02,1,94.8,27.16,2,1
6.02,2,47.8743,60.7914,3,1
6.02,3,20.81,4.25,1.5,1
6.02,4,5.72,76.1625,2.5,1
6.03,1,94.65,27.25,2,1
6.03,2,47.7379,60.8645,3,1
6.03,3,20.8925,4.4,1.5,1
6.03,4,5.58,76.08,2.5,1
6.04,1,94.5,27.34,2,1
6.04,2,47.6014,60.9376,3,1
6.04,3,20.975,4.55,1.5,1
6.04,4,5.44,75.9975,2.5,1
6.05,1,94.35,27.43,2,1
6.05,2,47.465,61.0107,3,1
6.05,3,21.0575,4.7,1.5,1
6.05,4,5.3,75.915,2.5,1
6.06,1,94.2,27.52,2,1
6.06,2,47.3285,61.0838,3,1
6.06,3,21.14,4.85,1.5,1
6.06,4,5.16,75.8325,2.5,1
6.07,1,94.05,27.61,2,1
6.07,2,47.192,61.1569,3,1
6.07,3,21.2225,5,1.5,1
6.07,4,5.02,75.75,2.5,1
6.08,1,93.9,27.7,2,1
6.08,2,47.0556,61.23,3,1
6.08,3,21.305,5.15,1.5,1
6.08,4,4.88,75.6675,2.5,1
6.09,1,93.75,27.79,2,1
6.09,2,46.9191,61.3031,3,1
6.09,3,21.3875,5.3,1.5,1
6.09,4,4.74,75.585,2.5,1
6.1,1,93.6,27.88,2,1
6.1,2,46.7827,61.3762,3,1
6.1,3,21.47,5.45,1.5,1
6.1,4,4.6,75.5025,2.5,1
6.11,1,93.45,27.97,2,1
6.11,2,46.6462,61.4493,3,1
6.11,3,21.5525,5.6,1.5,1
6.11,4,4.46,75.42,2.5,1
6.12,1,93.3,28.06,2,1
6.12,2,46.5097,61.5224,3,1
6.12,3,21.635,5.75,1.5,1
6.12,4,4.32,75.3375,2.5,1
6.13,1,93.15,28.15,2,1
6.13,2,46.3733,61.5955,3,1
6.13,3,21.7175,5.9,1.5,1
6.13,4,4.18,75.255,2.5,1
6.14,1,93,28.24,2,1
6.14,2,46.2368,61.6686,3,1
6.14,3,21.8,6.05,1.5,1
6.14,4,4.04,75.1725,2.5,1
6.15,1,92.85,28.33,2,1
6.15,2,46.1004,61.7417,3,1
6.15,3,21.8825,6.2,1.5,1
6.15,4,3.9,75.09,2.5,1
6.16,1,92.7,28.42,2,1
6.16,2,45.9639,61.8148,3,1
6.16,3,21.965,6.35,1.5,1
6.16,4,3.76,75.0075,2.5,1
6.17,1,92.55,28.51,2,1
6.17,2,45.8274,61.8879,3,1
6.17,3,22.0475,6.5,1.5,1
6.17,4,3.62,74.925,2.5,1
6.18,1,92.4,28.6,2,1
6.18,2,45.691,61.961,3,1
6.18,3,22.13,6.65,1.5,1
6.18,4,3.48,74.8425,2.5,1
6.19,1,92.25,28.69,2,1
6.19,2,45.5545,62.0341,3,1
6.19,3,22.2125,6.8,1.5,1
6.19,4,3.34,74.76,2.5,1
6.2,1,92.1,28.78,2,1
6.2,2,45.4181,62.1072,3,1
6.2,3,22.295,6.95,1.5,1
6.2,4,3.2,74.6775,2.5,1
6.21,1,91.95,28.87,2,1
6.21,2,45.2816,62.1803,3,1
6.21,3,22.3775,7.1,1.5,1
6.21,4,3.06,74.595,2.5,1
6.22,1,91.8,28.96,2,1
6.22,2,45.1451,62.2534,3,1
6.22,3,22.46,7.25,1.5,1
6.22,4,2.92,74.5125,2.5,1
6.23,1,91.65,29.05,2,1
6.23,2,45.0087,62.3265,3,1
6.23,3,22.5425,7.4,1.5,1
6.23,4,2.8,74.43,2.5,1
6.24,1,91.5,29.14,2,1
6.24,2,44.8722,62.3995,3,1
6.24,3,22.625,7.55,1.5,1
6.24,4,2.94,74.3475,2.5,1
6.25,1,91.35,29.23,2,1
6.25,2,44.7358,62.4726,3,1
6.25,3,22.7075,7.7,1.5,1
6.25,4,3.08,74.265,2.5,1
6.26,1,91.2,29.32,2,1
6.26,2,44.5993,62.5457,3,1
6.26,3,22.79,7.85,1.5,1
6.26,4,3.22,74.1825,2.5,1
6.27,1,91.05,29.41,2,1
6.27,2,44.4628,62.6188,3,1
6.27,3,22.8725,8,1.5,1
6.27,4,3.36,74.1,2.5,1
6.28,1,90.9,29.5,2,1
6.28,2,44.3264,62.6919,3,1
6.28,3,22.955,8.15,1.5,1
6.28,4,3.5,74.0175,2.5,1
6.29,1,90.75,29.59,2,1
6.29,2,44.1899,62.765,3,1
6.29,3,23.0375,8.3,1.5,1
6.29,4,3.64,73.935,2.5,1
6.3,1,90.6,29.68,2,1
6.3,2,44.0535,62.8381,3,1
6.3,3,23.12,8.45,1.5,1
6.3,4,3.78,73.8525,2.5,1
6.31,1,90.45,29.77,2,1
6.31,2,43.917,62.9112,3,1
6.31,3,23.2025,8.6,1.5,1
6.31,4,3.92,73.77,2.5,1
6.32,1,90.3,29.86,2,1
6.32,2,43.7805,62.9843,3,1
6.32,3,23.285,8.75,1.5,1
6.32,4,4.06,73.6875,2.5,1
6.33,1,90.15,29.95,2,1
6.33,2,43.6441,63.0574,3,1
6.33,3,23.3675,8.9,1.5,1
6.33,4,4.2,73.605,2.5,1
6.34,1,90,30.04,2,1
6.34,2,43.5076,63.1305,3,1
6.34,3,23.45,9.05,1.5,1
6.34,4,4.34,73.5225,2.5,1
6.35,1,89.85,30.13,2,1
6.35,2,43.3712,63.2036,3,1
6.35,3,23.5325,9.2,1.5,1
6.35,4,4.48,73.44,2.5,1
6.36,1,89.7,30.22,2,1
6.36,2,43.2347,63.2767,3,1
6.36,3,23.615,9.35,1.5,1
6.36,4,4.62,73.3575,2.5,1
6.37,1,89.55,30.31,2,1
6.37,2,43.0982,63.3498,3,1
6.37,3,23.6975,9.5,1.5,1
6.37,4,4.76,73.275,2.5,1
6.38,1,89.4,30.4,2,1
6.38,2,42.9618,63.4229,3,1
6.38,3,23.78,9.65,1.5,1
6.38,4,4.9,73.1925,2.5,1
6.39,1,89.25,30.49,2,1
6.39,2,42.8253,63.496,3,1
6.39,3,23.8625,9.8,1.5,1
6.39,4,5.04,73.11,2.5,1
6.4,1,89.1,30.58,2,1
6.4,2,42.6888,63.5691,3,1
6.4,3,23.945,9.95,1.5,1
6.4,4,5.18,73.0275,2.5,1
6.41,1,88.95,30.67,2,1
6.41,2,42.5524,63.6422,3,1
6.41,3,24.0275,10.1,1.5,1
6.41,4,5.32,72.945,2.5,1
6.42,1,88.8,30.76,2,1
6.42,2,42.4159,63.7153,3,1
6.42,3,24.11,10.25,1.5,1
6.42,4,5.46,72.8625,2.5,1
6.43,1,88.65,30.85,2,1
6.43,2,42.2795,63.7884,3,1
6.43,3,24.1925,10.4,1.5,1
6.43,4,5.6,72.78,2.5,1
6.44,1,88.5,30.94,2,1
6.44,2,42.143,63.8615,3,1
6.44,3,24.275,10.55,1.5,1
6.44,4,5.74,72.6975,2.5,1
6.45,1,88.35,31.03,2,1
6.45,2,42.0065,63.9346,3,1
6.45,3,24.3575,10.7,1.5,1
6.45,4,5.88,72.615,2.5,1
6.46,1,88.2,31.12,2,1
6.46,2,41.8701,64.0077,3,1
6.46,3,24.44,10.85,1.5,1
6.46,4,6.02,72.5325,2.5,1
6.47,1,88.05,31.21,2,1
6.47,2,41.7336,64.0808,3,1
6.47,3,24.5225,11,1.5,1
6.47,4,6.16,72.45,2.5,1
6.48,1,87.9,31.3,2,1
6.48,2,41.5972,64.1539,3,1
6.48,3,24.605,11.15,1.5,1
6.48,4,6.3,72.3675,2.5,1
6.49,1,87.75,31.39,2,1
6.49,2,41.4607,64.227,3,1
6.49,3,24.6875,11.3,1.5,1
6.49,4,6.44,72.285,2.5,1
6.5,1,87.6,31.48,2,1
6.5,2,41.3242,64.3001,3,1
6.5,3,24.77,11.45,1.5,1
6.5,4,6.58,72.2025,2.5,1
6.51,1,87.45,31.57,2,1
6.51,2,41.1878,64.3732,3,1
6.51,3,24.8525,11.6,1.5,1
6.51,4,6.72,72.12,2.5,1
6.52,1,87.3,31.66,2,1
6.52,2,41.0513,64.4463,3,1
6.52,3,24.935,11.75,1.5,1
6.52,4,6.86,72.0375,2.5,1
6.53,1,87.15,31.75,2,1
6.53,2,40.9149,64.5194,3,1
6.53,3,25.0175,11.9,1.5,1
6.53,4,7,71.955,2.5,1
6.54,1,87,31.84,2,1
6.54,2,40.7784,64.5925,3,1
6.54,3,25.1,12.05,1.5,1
6.54,4,7.14,71.8725,2.5,1
6.55,1,86.85,31.93,2,1
6.55,2,40.6419,64.6656,3,1
6.55,3,25.1825,12.2,1.5,1
6.55,4,7.28,71.79,2.5,1
6.56,1,86.7,32.02,2,1
6.56,2,40.5055,64.7387,3,1
6.56,3,25.265,12.35,1.5,1
6.56,4,7.42,71.7075,2.5,1
6.57,1,86.55,32.11,2,1
6.57,2,40.369,64.8118,3,1
6.57,3,25.3475,12.5,1.5,1
6.57,4,7.56,71.625,2.5,1
6.58,1,86.4,32.2,2,1
6.58,2,40.2326,64.8849,3,1
6.58,3,25.43,12.65,1.5,1
6.58,4,7.7,71.5425,2.5,1
6.59,1,86.25,32.29,2,1
6.59,2,40.0961,64.958,3,1
6.59,3,25.5125,12.8,1.5,1
6.59,4,7.84,71.46,2.5,1
6.6,1,86.1,32.38,2,1
6.6,2,39.9596,65.0311,3,1
6.6,3,25.595,12.95,1.5,1
6.6,4,7.98,71.3775,2.5,1
6.61,1,85.95,32.47,2,1
6.61,2,39.8232,65.1042,3,1
6.61,3,25.6775,13.1,1.5,1
6.61,4,8.12,71.295,2.5,1
6.62,1,85.8,32.56,2,1
6.62,2,39.6867,65.1772,3,1
6.62,3,25.76,13.25,1.5,1
6.62,4,8.26,71.2125,2.5,1
6.63,1,85.65,32.65,2,1
6.63,2,39.5503,65.2503,3,1
6.63,3,25.8425,13.4,1.5,1
6.63,4,8.4,71.13,2.5,1
6.64,1,85.5,32.74,2,1
6.64,2,39.4138,65.3234,3,1
6.64,3,25.925,13.55,1.5,1
6.64,4,8.54,71.0475,2.5,1
6.65,1,85.35,32.83,2,1
6.65,2,39.2773,65.3965,3,1
6.65,3,26.0075,13.7,1.5,1
6.65,4,8.68,70.965,2.5,1
6.66,1,85.2,32.92,2,1
6.66,2,39.1409,65.4696,3,1
6.66,3,26.09,13.85,1.5,1
6.66,4,8.82,70.8825,2.5,1
6.67,1,85.05,33.01,2,1
6.67,2,39.0044,65.5427,3,1
6.67,3,26.1725,14,1.5,1
6.67,4,8.96,70.8,2.5,1
6.68,1,84.9,33.1,2,1
6.68,2,38.868,65.6158,3,1
6.68,3,26.255,14.15,1.5,1
6.68,4,9.1,70.7175,2.5,1
6.69,1,84.75,33.19,2,1
6.69,2,38.7315,65.6889,3,1
6.69,3,26.3375,14.3,1.5,1
6.69,4,9.24,70.635,2.5,1
6.7,1,84.6,33.28,2,1
6.7,2,38.595,65.762,3,1
6.7,3,26.42,14.45,1.5,1
6.7,4,9.38,70.5525,2.5,1
6.71,1,84.45,33.37,2,1
6.71,2,38.4586,65.8351,3,1
6.71,3,26.5025,14.6,1.5,1
6.71,4,9.52,70.47,2.5,1
6.72,1,84.3,33.46,2,1
6.72,2,38.3221,65.9082,3,1
6.72,3,26.585,14.75,1.5,1
6.72,4,9.66,70.3875,2.5,1
6.73,1,84.15,33.55,2,1
6.73,2,38.1857,65.9813,3,1
6.73,3,26.6675,14.9,1.5,1
6.73,4,9.8,70.305,2.5,1
6.74,1,84,33.64,2,1
6.74,2,38.0492,66.0544,3,1
6.74,3,26.75,15.05,1.5,1
6.74,4,9.94,70.2225,2.5,1
6.75,1,83.85,33.73,2,1
6.75,2,38,66.1275,3,1
6.75,3,26.8325,15.2,1.5,1
6.75,4,10.08,70.14,2.5,1
6.76,1,83.7,33.82,2,1
6.76,2,38.1023,66.2006,3,1
6.76,3,26.915,15.35,1.5,1
6.76,4,10.22,70.0575,2.5,1
6.77,1,83.55,33.91,2,1
6.77,2,38.2047,66.2737,3,1
6.77,3,26.9975,15.5,1.5,1
6.77,4,10.36,69.975,2.5,1
6.78,1,83.4,34,2,1
6.78,2,38.307,66.3468,3,1
6.78,3,27.08,15.65,1.5,1
6.78,4,10.5,69.8925,2.5,1
6.79,1,83.25,34.09,2,1
6.79,2,38.4094,66.4199,3,1
6.79,3,27.1625,15.8,1.5,1
6.79,4,10.64,69.81,2.5,1
6.8,1,83.1,34.18,2,1
6.8,2,38.5117,66.493,3,1
6.8,3,27.245,15.95,1.5,1
6.8,4,10.78,69.7275,2.5,1
6.81,1,82.95,34.27,2,1
6.81,2,38.6141,66.5661,3,1
6.81,3,27.3275,16.1,1.5,1
6.81,4,10.92,69.645,2.5,1
6.82,1,82.8,34.36,2,1
6.82,2,38.7164,66.6392,3,1
6.82,3,27.41,16.25,1.5,1
6.82,4,11.06,69.5625,2.5,1
6.83,1,82.65,34.45,2,1
6.83,2,38.8188,66.7123,3,1
6.83,3,27.4925,16.4,1.5,1
6.83,4,11.2,69.48,2.5,1
6.84,1,82.5,34.54,2,1
6.84,2,38.9211,66.7854,3,1
6.84,3,27.575,16.55,1.5,1
6.84,4,11.34,69.3975,2.5,1
6.85,1,82.35,34.63,2,1
6.85,2,39.0235,66.8585,3,1
6.85,3,27.6575,16.7,1.5,1
6.85,4,11.48,69.315,2.5,1
6.86,1,82.2,34.72,2,1
6.86,2,39.1258,66.9316,3,1
6.86,3,27.74,16.85,1.5,1
6.86,4,11.62,69.2325,2.5,1
6.87,1,82.05,34.81,2,1
6.87,2,39.2281,67.0047,3,1
6.87,3,27.8225,17,1.5,1
6.87,4,11.76,69.15,2.5,1
6.88,1,81.9,34.9,2,1
6.88,2,39.3305,67.0778,3,1
6.88,3,27.905,17.15,1.5,1
6.88,4,11.9,69.0675,2.5,1
6.89,1,81.75,34.99,2,1
6.89,2,39.4328,67.1509,3,1
6.89,3,27.9875,17.3,1.5,1
6.89,4,12.04,68.985,2.5,1
6.9,1,81.6,35.08,2,1
6.9,2,39.5352,67.224,3,1
6.9,3,28.07,17.45,1.5,1
6.9,4,12.18,68.9025,2.5,1
6.91,1,81.45,35.17,2,1
6.91,2,39.6375,67.2971,3,1
6.91,3,28.1525,17.6,1.5,1
6.91,4,12.32,68.82,2.5,1
6.92,1,81.3,35.26,2,1
6.92,2,39.7399,67.3702,3,1
6.92,3,28.235,17.75,1.5,1
6.92,4,12.46,68.7375,2.5,1
6.93,1,81.15,35.35,2,1
6.93,2,39.8422,67.4433,3,1
6.93,3,28.3175,17.9,1.5,1
6.93,4,12.6,68.655,2.5,1
6.94,1,81,35.44,2,1
6.94,2,39.9446,67.5164,3,1
6.94,3,28.4,18.05,1.5,1
6.94,4,12.74,68.5725,2.5,1
6.95,1,80.85,35.53,2,1
6.95,2,40.0469,67.5895,3,1
6.95,3,28.4825,18.2,1.5,1
6.95,4,12.88,68.49,2.5,1
6.96,1,80.7,35.62,2,1
6.96,2,40.1492,67.6626,3,1
6.96,3,28.565,18.35,1.5,1
6.96,4,13.02,68.4075,2.5,1
6.97,1,80.55,35.71,2,1
6.97,2,40.2516,67.7357,3,1
6.97,3,28.6475,18.5,1.5,1
6.97,4,13.16,68.325,2.5,1
6.98,1,80.4,35.8,2,1
6.98,2,40.3539,67.8088,3,1
6.98,3,28.73,18.65,1.5,1
6.98,4,13.3,68.2425,2.5,1
6.99,1,80.25,35.89,2,1
6.99,2,40.4563,67.8818,3,1
6.99,3,28.8125,18.8,1.5,1
6.99,4,13.44,68.16,2.5,1
7,1,80.1,35.98,2,1
7,2,40.5586,67.9549,3,1
7,3,28.895,18.95,1.5,1
7,4,13.58,68.0775,2.5,1
7.01,1,79.95,36.07,2,1
7.01,2,40.661,68.028,3,1
7.01,3,28.9775,19.1,1.5,1
7.01,4,13.72,67.995,2.5,1
7.02,1,79.8,36.16,2,1
7.02,2,40.7633,68.1011,3,1
7.02,3,29.06,19.25,1.5,1
7.02,4,13.86,67.9125,2.5,1
7.03,1,79.65,36.25,2,1
7.03,2,40.8657,68.1742,3,1
7.03,3,29.1425,19.4,1.5,1
7.03,4,14,67.83,2.5,1
7.04,1,79.5,36.34,2,1
7.04,2,40.968,68.2473,3,1
7.04,3,29.225,19.55,1.5,1
7.04,4,14.14,67.7475,2.5,1
7.05,1,79.35,36.43,2,1
7.05,2,41.0704,68.3204,3,1
7.05,3,29.3075,19.7,1.5,1
7.05,4,14.28,67.665,2.5,1
7.06,1,79.2,36.52,2,1
7.06,2,41.1727,68.3935,3,1
7.06,3,29.39,19.85,1.5,1
7.06,4,14.42,67.5825,2.5,1
7.07,1,79.05,36.61,2,1
7.07,2,41.275,68.4666,3,1
7.07,3,29.4725,20,1.5,1
7.07,4,14.56,67.5,2.5,1
7.08,1,78.9,36.7,2,1
7.08,2,41.3774,68.5397,3,1
7.08,3,29.555,20.15,1.5,1
7.08,4,14.7,67.4175,2.5,1
7.09,1,78.75,36.79,2,1
7.09,2,41.4797,68.6128,3,1
7.09,3,29.6375,20.3,1.5,1
7.09,4,14.84,67.335,2.5,1
7.1,1,78.6,36.88,2,1
7.1,2,41.5821,68.6859,3,1
7.1,3,29.72,20.45,1.5,1
7.1,4,14.98,67.2525,2.5,1
7.11,1,78.45,36.97,2,1
7.11,2,41.6844,68.759,3,1
7.11,3,29.8025,20.6,1.5,1
7.11,4,15.12,67.17,2.5,1
7.12,1,78.3,37.06,2,1
7.12,2,41.7868,68.8321,3,1
7.12,3,29.885,20.75,1.5,1
7.12,4,15.26,67.0875,2.5,1
7.13,1,78.15,37.15,2,1
7.13,2,41.8891,68.9052,3,1
7.13,3,29.9675,20.9,1.5,1
7.13,4,15.4,67.005,2.5,1
7.14,1,78,37.24,2,1
7.14,2,41.9915,68.9783,3,1
7.14,3,30.05,21.05,1.5,1
